epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,1710.17,1.23326,0.542,0.00289,0.97475,0.8937,0.95215,0.65886,1.00925,0.37064,0.00255,0.000495291,0.000495291,0.000495291
134,1723.46,1.23635,0.5322,0.00296,0.9811,0.86823,0.94888,0.65122,1.04553,0.36032,0.00265,0.000488218,0.000488218,0.000488218
135,1736.64,1.22492,0.55311,0.00317,0.84398,0.91603,0.93023,0.63389,1.07183,0.43202,0.00274,0.000481144,0.000481144,0.000481144
136,1749.47,1.22543,0.53033,0.00271,0.85021,0.93734,0.92949,0.53661,1.47742,0.48568,0.00394,0.000474071,0.000474071,0.000474071
137,1761.6,1.2343,0.55689,0.00309,0.88813,0.94055,0.95009,0.65566,1.02711,0.37251,0.00259,0.000466997,0.000466997,0.000466997
138,1774.4,1.21321,0.54399,0.00299,0.95567,0.86712,0.94901,0.66616,1.01342,0.40385,0.00257,0.000459924,0.000459924,0.000459924
139,1787.66,1.19376,0.53768,0.00297,0.98066,0.8579,0.95214,0.66286,1.00944,0.35512,0.00257,0.00045285,0.00045285,0.00045285
140,1801.26,1.19708,0.51152,0.00268,0.97587,0.86542,0.95322,0.66235,1.02662,0.34389,0.00265,0.000445777,0.000445777,0.000445777
141,1814.55,1.22638,0.53772,0.00297,0.96845,0.9051,0.9538,0.65804,1.03072,0.35082,0.00264,0.000438703,0.000438703,0.000438703
142,1827.73,1.18988,0.55226,0.00315,0.98241,0.89298,0.95097,0.66636,1.00062,0.35486,0.00251,0.000431629,0.000431629,0.000431629
143,1840.92,1.21446,0.55043,0.00299,0.86442,0.94081,0.94139,0.65365,1.02782,0.37475,0.00263,0.000424556,0.000424556,0.000424556
144,1853,1.20213,0.52911,0.00297,0.97653,0.8479,0.94298,0.65747,1.01996,0.36952,0.00258,0.000417482,0.000417482,0.000417482
145,1865.45,1.19534,0.51967,0.00276,0.97392,0.85118,0.94559,0.65733,1.02327,0.36162,0.00259,0.000410409,0.000410409,0.000410409
146,1878.87,1.19119,0.53918,0.00295,0.94448,0.86948,0.94624,0.65029,1.06976,0.37294,0.00272,0.000403335,0.000403335,0.000403335
147,1892.1,1.17979,0.52188,0.003,0.9835,0.87016,0.9464,0.66205,1.0065,0.33952,0.00252,0.000396262,0.000396262,0.000396262
148,1905.35,1.18498,0.53056,0.00312,0.95406,0.85737,0.94336,0.66209,1.013,0.34406,0.00253,0.000389188,0.000389188,0.000389188
149,1918.51,1.19314,0.48993,0.00281,0.94843,0.8611,0.94112,0.65861,1.01515,0.35239,0.00257,0.000382115,0.000382115,0.000382115
150,1931.73,1.16632,0.48861,0.00285,0.86777,0.87814,0.93547,0.63951,1.08906,0.39223,0.00278,0.000375041,0.000375041,0.000375041
151,1944.08,1.19325,0.49711,0.00272,0.94685,0.87251,0.94431,0.65298,1.024,0.35209,0.00258,0.000367967,0.000367967,0.000367967
152,1956.4,1.18995,0.53034,0.00297,0.95604,0.87027,0.93987,0.64969,1.04002,0.37014,0.00266,0.000360894,0.000360894,0.000360894
153,1969.81,1.19423,0.49946,0.00289,0.94125,0.84881,0.93768,0.64905,1.03657,0.3712,0.00265,0.00035382,0.00035382,0.00035382
154,1983,1.1922,0.50867,0.00294,0.86965,0.9251,0.93953,0.65283,1.05678,0.37848,0.00264,0.000346747,0.000346747,0.000346747
155,1996.24,1.17844,0.49907,0.00271,0.97595,0.86343,0.95018,0.65508,1.04323,0.34997,0.00265,0.000339673,0.000339673,0.000339673
156,2009.4,1.18509,0.53349,0.00321,0.86588,0.95046,0.93988,0.64269,1.05158,0.38129,0.00265,0.0003326,0.0003326,0.0003326
157,2022.81,1.18686,0.49167,0.00259,0.97558,0.86399,0.94963,0.66474,1.02076,0.35461,0.00258,0.000325526,0.000325526,0.000325526
158,2035.46,1.19586,0.51375,0.00278,0.8602,0.89915,0.93442,0.63433,1.09712,0.40172,0.0028,0.000318453,0.000318453,0.000318453
159,2047.29,1.17866,0.52702,0.00288,0.93107,0.84311,0.93591,0.63647,1.0952,0.38323,0.00279,0.000311379,0.000311379,0.000311379
160,2060.54,1.21414,0.51852,0.00302,0.86442,0.91128,0.93375,0.62452,1.13154,0.38631,0.0029,0.000304306,0.000304306,0.000304306
161,2073.72,1.15968,0.48665,0.00284,0.96451,0.83724,0.94159,0.65199,1.0385,0.36171,0.00265,0.000297232,0.000297232,0.000297232
162,2087.1,1.20133,0.49704,0.00269,0.91479,0.87944,0.94166,0.64931,1.06928,0.3594,0.00272,0.000290158,0.000290158,0.000290158
163,2100.3,1.1889,0.51628,0.00318,0.89438,0.86998,0.93856,0.64091,1.09009,0.36982,0.00277,0.000283085,0.000283085,0.000283085
164,2113.72,1.19332,0.46697,0.00252,0.89238,0.88763,0.94074,0.64401,1.0901,0.37164,0.00276,0.000276011,0.000276011,0.000276011
165,2126.15,1.17922,0.49226,0.00286,0.8635,0.91972,0.93627,0.60045,1.23294,0.40946,0.00318,0.000268938,0.000268938,0.000268938
166,2138.42,1.19303,0.4877,0.00274,0.8765,0.91181,0.9383,0.62349,1.15273,0.38919,0.00296,0.000261864,0.000261864,0.000261864
167,2151.84,1.17418,0.46216,0.00261,0.95295,0.88521,0.94889,0.66504,1.013,0.33274,0.00255,0.000254791,0.000254791,0.000254791
168,2165.14,1.15928,0.47853,0.00265,0.89368,0.92486,0.95125,0.65653,1.04051,0.34181,0.00262,0.000247717,0.000247717,0.000247717
169,2178.41,1.18968,0.49462,0.0028,0.88808,0.92183,0.94514,0.6236,1.16208,0.3916,0.00297,0.000240644,0.000240644,0.000240644
170,2191.69,1.17459,0.48984,0.00289,0.98175,0.85423,0.95352,0.6667,1.01799,0.34371,0.00257,0.00023357,0.00023357,0.00023357
171,2204.86,1.17339,0.50691,0.00301,0.87353,0.94013,0.95129,0.65893,1.04613,0.35579,0.00262,0.000226497,0.000226497,0.000226497
