epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.0135,2.05724,3.92346,0.0053,0.01003,0.07278,0.03757,0.02033,1.32318,3.34372,0.00329,0.000465978,0.000465978,0.000465978
2,43.5023,1.7607,2.38713,0.00481,0.67942,0.49929,0.5018,0.28874,1.4094,1.82392,0.00343,0.000904996,0.000904996,0.000904996
3,56.1956,1.67172,1.93848,0.00416,0.79388,0.49,0.51044,0.32478,1.3005,1.4258,0.00331,0.00130629,0.00130629,0.00130629
4,68.8855,1.55753,1.73733,0.00381,0.5422,0.68706,0.63339,0.35573,1.35364,1.59502,0.00332,0.00125923,0.00125923,0.00125923
5,81.4354,1.63782,1.70177,0.00417,0.70491,0.55698,0.6447,0.37124,1.29914,1.39976,0.00327,0.00120265,0.00120265,0.00120265
6,93.9893,1.598,1.66685,0.00445,0.81119,0.54687,0.72529,0.446,1.24065,1.24033,0.00303,0.00114606,0.00114606,0.00114606
7,105.894,1.52463,1.47485,0.00362,0.75903,0.68245,0.78015,0.43342,1.32733,1.18706,0.00336,0.00108947,0.00108947,0.00108947
8,117.731,1.56316,1.40679,0.00396,0.7095,0.71159,0.78493,0.49645,1.2059,0.99061,0.00307,0.00103288,0.00103288,0.00103288
9,130.37,1.51089,1.31616,0.00369,0.78916,0.73377,0.83607,0.49808,1.28133,0.97624,0.00335,0.000976293,0.000976293,0.000976293
10,142.98,1.51416,1.26595,0.00385,0.75366,0.79526,0.83624,0.51932,1.20264,0.90564,0.0031,0.000919704,0.000919704,0.000919704
11,155.524,1.46902,1.17412,0.00339,0.75744,0.78715,0.85318,0.51249,1.33163,0.8879,0.00332,0.000863116,0.000863116,0.000863116
12,168.124,1.48471,1.14461,0.00359,0.73762,0.80501,0.84711,0.54175,1.22556,0.82473,0.00321,0.000806528,0.000806528,0.000806528
13,179.402,1.48321,1.18066,0.00395,0.7554,0.78033,0.85626,0.54465,1.21801,0.89558,0.00305,0.000749939,0.000749939,0.000749939
14,191.361,1.48231,1.14025,0.00394,0.77449,0.79834,0.86389,0.5482,1.19466,0.83161,0.00304,0.000693351,0.000693351,0.000693351
15,204.164,1.47583,1.15898,0.00384,0.73641,0.80003,0.81605,0.53631,1.17628,0.79302,0.00292,0.000636762,0.000636762,0.000636762
16,217.79,1.42728,1.16973,0.00426,0.81394,0.80193,0.87878,0.52933,1.32998,0.8253,0.00347,0.000580174,0.000580174,0.000580174
17,229.696,1.42846,1.14677,0.00414,0.83955,0.78465,0.88258,0.571,1.18367,0.78563,0.00305,0.000523586,0.000523586,0.000523586
18,241.207,1.37774,1.06414,0.00415,0.8013,0.77841,0.88093,0.58099,1.17002,0.77027,0.00301,0.000466997,0.000466997,0.000466997
19,251.879,1.3689,1.0523,0.00409,0.77076,0.81924,0.87186,0.58067,1.13899,0.74124,0.00286,0.000410409,0.000410409,0.000410409
20,263.763,1.37117,1.04756,0.00393,0.78738,0.80829,0.86903,0.57974,1.1346,0.75409,0.00278,0.00035382,0.00035382,0.00035382
21,275.603,1.34878,0.99814,0.00367,0.78912,0.82753,0.88043,0.58711,1.15481,0.73033,0.00285,0.000297232,0.000297232,0.000297232
22,287.836,1.35575,1.00258,0.00402,0.78702,0.83758,0.88568,0.58967,1.13154,0.7246,0.00285,0.000240644,0.000240644,0.000240644
23,298.623,1.34322,1.02021,0.00402,0.78557,0.83861,0.88384,0.59182,1.11471,0.70567,0.00279,0.000184055,0.000184055,0.000184055
24,309.993,1.31418,0.98958,0.00388,0.80523,0.8232,0.88428,0.5942,1.11329,0.71302,0.00275,0.000127467,0.000127467,0.000127467
25,321.761,1.31626,1.00606,0.0038,0.7805,0.84276,0.88512,0.5959,1.12649,0.70661,0.00277,7.08784e-05,7.08784e-05,7.08784e-05
