epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,713.708,1.33806,0.72602,0.0033,0.84382,0.90461,0.93029,0.63058,1.12073,0.51639,0.00279,0.000650909,0.000650909,0.000650909
57,726.3,1.30383,0.70674,0.00325,0.86769,0.88382,0.93304,0.64882,1.04475,0.48434,0.0026,0.000636762,0.000636762,0.000636762
58,738.297,1.30053,0.72393,0.00347,0.86491,0.87506,0.93445,0.63709,1.06446,0.49331,0.0027,0.000622615,0.000622615,0.000622615
59,751.418,1.33606,0.73239,0.0032,0.85455,0.91718,0.93296,0.63999,1.06853,0.50922,0.00269,0.000608468,0.000608468,0.000608468
60,764.547,1.26978,0.66093,0.00302,0.8669,0.85332,0.92847,0.63516,1.05844,0.52199,0.00266,0.000594321,0.000594321,0.000594321
61,777.612,1.32095,0.72355,0.00348,0.83293,0.86198,0.92259,0.62746,1.09355,0.55469,0.00276,0.000580174,0.000580174,0.000580174
62,790.965,1.26955,0.69297,0.00303,0.86771,0.88261,0.93821,0.62674,1.1337,0.52773,0.0028,0.000566027,0.000566027,0.000566027
63,804.183,1.29754,0.66632,0.00312,0.81349,0.90356,0.93341,0.62361,1.15758,0.52817,0.00281,0.00055188,0.00055188,0.00055188
64,816.632,1.32455,0.66905,0.00301,0.89503,0.89645,0.94328,0.64886,1.07328,0.46193,0.00273,0.000537733,0.000537733,0.000537733
65,828.641,1.31795,0.66141,0.003,0.88057,0.8698,0.9396,0.64729,1.04108,0.48501,0.00259,0.000523586,0.000523586,0.000523586
66,841.558,1.27863,0.6526,0.00284,0.9302,0.84756,0.9431,0.65624,1.04103,0.45022,0.00259,0.000509438,0.000509438,0.000509438
67,854.534,1.26147,0.62614,0.00296,0.87514,0.90491,0.93877,0.65274,1.03449,0.45609,0.0026,0.000495291,0.000495291,0.000495291
68,867.524,1.27379,0.64343,0.00307,0.80101,0.88651,0.91801,0.59938,1.19041,0.53852,0.00298,0.000481144,0.000481144,0.000481144
69,880.437,1.2539,0.6104,0.00279,0.90326,0.87848,0.94669,0.65509,1.03638,0.46152,0.00259,0.000466997,0.000466997,0.000466997
70,893.545,1.30013,0.64244,0.00313,0.85025,0.92996,0.94237,0.6467,1.0819,0.44693,0.00269,0.00045285,0.00045285,0.00045285
71,905.869,1.28627,0.67138,0.00321,0.84795,0.88196,0.92877,0.64018,1.06215,0.49931,0.00269,0.000438703,0.000438703,0.000438703
72,917.689,1.27567,0.6078,0.00287,0.87076,0.84514,0.93026,0.6246,1.13948,0.51502,0.00289,0.000424556,0.000424556,0.000424556
73,930.577,1.2607,0.6156,0.00286,0.92121,0.83327,0.9359,0.6506,1.04482,0.47161,0.00259,0.000410409,0.000410409,0.000410409
74,943.994,1.24813,0.64184,0.0032,0.89815,0.8663,0.93779,0.65137,1.0426,0.46395,0.00266,0.000396262,0.000396262,0.000396262
75,957.042,1.25034,0.6873,0.00345,0.9235,0.85468,0.93834,0.65143,1.03277,0.44685,0.0026,0.000382115,0.000382115,0.000382115
76,970.312,1.25629,0.62953,0.003,0.87232,0.87253,0.93588,0.6488,1.05713,0.4788,0.00265,0.000367967,0.000367967,0.000367967
77,983.365,1.25012,0.64473,0.00307,0.90584,0.89582,0.94496,0.65765,1.03214,0.45372,0.00261,0.00035382,0.00035382,0.00035382
78,995.954,1.28037,0.64822,0.00305,0.82104,0.85588,0.90621,0.58071,1.21408,0.56399,0.00314,0.000339673,0.000339673,0.000339673
79,1008.11,1.29737,0.67232,0.0032,0.8734,0.86334,0.92861,0.63877,1.04584,0.48527,0.00266,0.000325526,0.000325526,0.000325526
80,1020.87,1.25421,0.61838,0.00288,0.86968,0.88593,0.93227,0.63734,1.07484,0.47236,0.00272,0.000311379,0.000311379,0.000311379
81,1033.97,1.27436,0.69181,0.00353,0.8587,0.88765,0.93022,0.63694,1.0883,0.4794,0.00274,0.000297232,0.000297232,0.000297232
82,1046.99,1.2662,0.61039,0.00299,0.87745,0.87147,0.93086,0.63516,1.06891,0.48464,0.00267,0.000283085,0.000283085,0.000283085
83,1060.1,1.24314,0.62179,0.00305,0.84781,0.9006,0.92964,0.63505,1.08542,0.47557,0.00272,0.000268938,0.000268938,0.000268938
84,1073.11,1.22282,0.59319,0.00292,0.87431,0.90544,0.93476,0.63886,1.08125,0.44761,0.00273,0.000254791,0.000254791,0.000254791
85,1085.65,1.25135,0.62807,0.00309,0.86926,0.90823,0.93747,0.65114,1.03856,0.44571,0.00262,0.000240644,0.000240644,0.000240644
86,1097.73,1.28756,0.64643,0.00317,0.90941,0.86318,0.93885,0.65804,1.0224,0.42539,0.00259,0.000226497,0.000226497,0.000226497
87,1110.57,1.26563,0.62939,0.00299,0.806,0.91399,0.92139,0.62543,1.10226,0.4942,0.00276,0.000212349,0.000212349,0.000212349
88,1124.09,1.23499,0.64256,0.0033,0.89147,0.84239,0.9302,0.65401,1.01933,0.45214,0.00256,0.000198202,0.000198202,0.000198202
89,1137.67,1.21671,0.61069,0.0032,0.89548,0.84811,0.93403,0.64978,1.0228,0.4551,0.0026,0.000184055,0.000184055,0.000184055
90,1150.96,1.25731,0.59745,0.00281,0.81857,0.93204,0.93162,0.64236,1.06678,0.4777,0.0027,0.000169908,0.000169908,0.000169908
91,1165.6,1.1945,0.63118,0.00366,0.85051,0.89267,0.93309,0.6353,1.07985,0.48852,0.00272,0.000155761,0.000155761,0.000155761
92,1178.09,1.18028,0.58804,0.0035,0.89917,0.88581,0.94599,0.65733,1.02949,0.43396,0.00257,0.000141614,0.000141614,0.000141614
93,1189.88,1.17772,0.57954,0.00336,0.89833,0.88608,0.94518,0.65733,1.02937,0.43153,0.00259,0.000127467,0.000127467,0.000127467
94,1201.98,1.22261,0.59973,0.00347,0.91394,0.87954,0.94256,0.64785,1.06443,0.45469,0.00268,0.00011332,0.00011332,0.00011332
95,1214.65,1.17037,0.63399,0.00347,0.91254,0.88495,0.94354,0.65572,1.03989,0.44116,0.0026,9.91726e-05,9.91726e-05,9.91726e-05
96,1227.86,1.19632,0.58013,0.00346,0.91701,0.87671,0.94078,0.65205,1.03564,0.44568,0.0026,8.50255e-05,8.50255e-05,8.50255e-05
97,1240.49,1.18069,0.56112,0.00316,0.90665,0.8753,0.93903,0.64974,1.03956,0.44267,0.00261,7.08784e-05,7.08784e-05,7.08784e-05
98,1252.89,1.20766,0.59496,0.00341,0.88037,0.87865,0.93558,0.64207,1.07506,0.46295,0.0027,5.67313e-05,5.67313e-05,5.67313e-05
99,1264.33,1.20249,0.6187,0.00371,0.86666,0.88646,0.93391,0.63907,1.08296,0.46847,0.00272,4.25842e-05,4.25842e-05,4.25842e-05
100,1276.77,1.19277,0.59098,0.00334,0.85984,0.88781,0.93383,0.63795,1.08463,0.47234,0.00273,2.84371e-05,2.84371e-05,2.84371e-05
